ID,date_extracted,name,surname,countryID,age,teamID,wage,height,weight,BMI,youthTeamID,value,cards,goals,assists,matches,ntCards,ntGoals,ntAssists,ntMatches,injuryDays,national,transferList,skillForm,skillExperience,skillStamina,skillTeamwork,skillDiscipline,skillPace,skillTechnique,skillPassing,skillKeeper,skillDefending,skillPlaymaking,skillScoring,trainingPosition,isInTrainingSlot
37634685,2022-05-20 17:29:53,Henrik,Oros,8,22,79085,10300.0,190.0,80.7,22.37,23276,1125000.0,0,0,0,49,0,0,0,0,0,0,0,16,7,4,9,8,12,9,7,0,9,7,4,,
37691056,2022-05-20 17:29:53,Štefan,Sauter,14,23,79085,12700.0,176.0,73.2,23.63,28049,1442000.0,2,1,0,48,0,0,0,0,0,0,0,17,7,4,9,8,12,10,3,0,9,8,9,,
37773691,2022-05-20 17:29:53,Sergiu,Socea,9,23,79085,13900.0,180.0,89.3,27.57,33650,1417000.0,1,72,7,43,0,0,0,0,0,0,0,17,9,9,7,8,12,10,2,0,9,3,11,,
37690980,2022-05-20 17:29:53,Joel,Sopó,36,23,79085,7600.0,165.0,69.6,25.58,117331,779000.0,1,0,0,34,0,0,0,0,0,0,0,14,7,6,7,7,11,9,7,0,8,2,5,,
37276405,2022-05-20 17:29:53,Artur,Szymkiewicz,1,25,79085,18700.0,179.0,75.3,23.52,0,1274000.0,2,55,41,100,0,0,0,0,0,0,0,4,15,5,8,12,14,10,8,0,6,8,9,,
37702007,2022-05-20 17:29:53,Martino,Testa,10,24,79085,11000.0,180.0,80.2,24.76,26385,1145000.0,1,82,9,49,0,0,0,0,0,0,0,18,10,6,8,9,11,9,2,1,2,4,12,,
37766478,2022-05-20 17:29:53,Dan,Thystrup,29,23,79085,14800.0,175.0,72.8,23.76,91015,1549000.0,1,1,7,69,0,0,0,0,0,0,0,15,9,2,9,9,13,9,9,0,10,10,5,,
37615890,2022-05-20 17:29:53,Hasan,Tibeuf,16,23,79085,25300.0,181.0,75.8,23.14,87132,1969000.0,0,23,7,27,0,0,0,0,0,0,0,8,8,10,7,8,15,12,7,1,9,3,9,,
37533726,2022-05-20 17:29:53,Tazar,Trbojević,39,23,79085,9600.0,164.0,67.4,25.05,73668,1058000.0,1,3,0,12,0,0,0,0,0,0,0,18,6,9,7,6,11,8,7,0,8,2,9,,
37463857,2022-05-20 17:29:53,Gligor-Bogdan,Vînătoru,9,26,79085,11400.0,165.0,59.6,21.91,30089,1171000.0,0,10,8,25,0,0,0,0,0,0,0,16,7,5,7,7,12,10,7,0,4,9,8,,
37698846,2022-05-20 17:29:53,Erim,Yiğitata,41,24,79085,14200.0,179.0,76.1,23.74,0,1011000.0,2,3,6,19,0,0,0,0,0,0,0,3,5,8,7,6,8,10,11,2,10,9,10,,
36052375,2022-05-27 18:13:37,Tymoteusz,Berezowski,1,32,79085,46100.0,172.0,70.7,23.9,0,3789000.0,0,0,0,105,0,0,0,0,0,0,0,13,11,11,7,9,14,6,11,12,5,7,5,,
37937282,2022-05-27 18:13:37,Mustapha,Bonnet,16,21,79085,7800.0,183.0,72.3,21.58,43275,816000.0,0,1,0,5,0,0,0,0,0,0,0,18,2,3,6,4,12,7,1,0,8,1,7,,
37527542,2022-05-27 18:13:37,Cezar Adrian,Bujor,9,26,79085,18400.0,186.0,81.3,23.51,71359,1872000.0,2,1,10,38,0,0,0,0,0,0,0,16,10,11,9,10,12,11,11,2,8,9,3,,
38203122,2022-05-27 18:13:37,Titel,Deleanu,9,18,79085,4100.0,177.0,68.1,21.74,61721,311000.0,1,0,0,9,0,0,0,0,0,0,0,8,2,1,6,4,8,6,0,1,9,2,5,,
37432229,2022-05-27 18:13:37,Christophe,Derungs,24,25,79085,11800.0,183.0,91.3,27.26,0,1016000.0,0,0,0,19,0,0,0,0,0,0,0,12,5,11,7,6,11,10,9,0,9,3,3,,
37776841,2022-05-27 18:13:37,Marcell,Flammer,8,22,79085,27600.0,181.0,76.6,23.37,23451,2361000.0,0,0,0,34,0,0,0,0,0,0,0,9,4,5,9,6,14,4,4,11,8,6,6,,
37506817,2022-05-27 18:13:37,Rüzgâr,Gücenmez,41,23,79085,14300.0,190.0,88.3,24.46,83192,943000.0,2,2,7,19,0,0,0,0,0,0,0,2,7,9,6,7,11,11,10,0,6,10,5,,
37262806,2022-05-27 18:13:37,Kristián,Hakel,14,27,79085,13600.0,191.0,88.6,24.28,28110,1052000.0,2,45,26,56,0,0,0,0,0,0,0,6,12,4,5,8,12,6,8,3,8,9,11,,
37606570,2022-05-27 18:13:37,Gustav,Hamp,30,22,79085,13500.0,186.0,87.5,25.3,33212,1323000.0,1,0,0,54,0,0,0,0,0,0,0,10,6,6,9,7,13,11,5,1,10,6,2,,
37451705,2022-05-27 18:13:37,Hector,Honceriu,9,23,79085,15000.0,168.0,69.4,24.6,71548,1670000.0,1,3,0,76,0,0,0,0,0,0,0,18,7,8,9,8,13,9,4,0,11,5,8,,
36658134,2022-05-27 18:13:37,Ferdinando,Ionata,10,29,79085,12700.0,174.0,75.0,24.78,0,1075000.0,1,28,10,43,0,0,0,0,0,0,0,9,11,9,7,9,11,9,5,3,4,9,11,,
37186745,2022-05-27 18:13:37,Günther,Ketels,28,27,79085,26400.0,175.0,74.4,24.29,63628,2462000.0,2,4,35,100,0,0,0,0,0,0,0,13,16,7,9,12,14,12,9,3,9,12,7,,
37723857,2022-05-27 18:13:37,Tymon,Matecki,1,25,79085,14600.0,164.0,62.5,23.22,1420,1430000.0,2,1,12,63,0,0,0,0,0,0,0,14,10,9,9,9,12,6,10,0,11,9,3,,
37968044,2022-05-27 18:13:37,Nélio,Narenti,21,21,79085,7100.0,171.0,77.1,26.37,79085,791000.0,0,0,0,20,0,0,0,0,0,0,0,18,5,4,8,6,10,7,7,0,10,7,6,,
37634685,2022-05-27 18:13:37,Henrik,Oros,8,22,79085,10300.0,190.0,80.7,22.37,23276,1124000.0,0,0,0,51,0,0,0,0,0,0,0,16,7,4,9,8,12,10,7,0,9,7,4,,
37691056,2022-05-27 18:13:37,Štefan,Sauter,14,23,79085,12700.0,176.0,73.2,23.63,28049,1487000.0,2,1,0,50,0,0,0,0,0,0,0,18,7,4,9,8,12,10,3,0,9,8,9,,
37773691,2022-05-27 18:13:37,Sergiu,Socea,9,23,79085,13900.0,180.0,89.3,27.57,33650,1452000.0,1,79,7,45,0,0,0,0,0,0,0,18,10,9,8,9,12,10,2,0,9,3,11,,
37690980,2022-05-27 18:13:37,Joel,Sopó,36,23,79085,7600.0,165.0,69.6,25.58,117331,806000.0,1,0,0,34,0,0,0,0,2,0,0,15,7,6,7,7,11,9,7,0,8,2,5,,
37276405,2022-05-27 18:13:37,Artur,Szymkiewicz,1,25,79085,18700.0,179.0,75.3,23.52,0,1209000.0,2,60,41,102,0,0,0,0,0,0,0,2,16,5,8,12,14,11,8,0,6,8,9,,
37702007,2022-05-27 18:13:37,Martino,Testa,10,24,79085,11000.0,180.0,80.2,24.76,26385,1150000.0,1,91,10,51,0,0,0,0,0,0,0,18,10,6,8,9,11,9,2,1,2,4,12,,
37766478,2022-05-27 18:13:37,Dan,Thystrup,29,23,79085,14800.0,175.0,72.8,23.76,91015,1650000.0,1,1,8,71,0,0,0,0,0,0,0,17,10,2,9,9,13,9,9,0,10,10,5,,
37615890,2022-05-27 18:13:37,Hasan,Tibeuf,16,23,79085,25300.0,181.0,75.8,23.14,87132,1961000.0,0,28,9,29,0,0,0,0,0,0,0,8,8,10,7,8,15,12,7,1,9,3,9,,
37533726,2022-05-27 18:13:37,Tazar,Trbojević,39,23,79085,9600.0,164.0,67.4,25.05,73668,1060000.0,1,3,0,12,0,0,0,0,0,0,0,18,6,9,7,6,11,8,7,0,8,2,9,,
37463857,2022-05-27 18:13:37,Gligor-Bogdan,Vînătoru,9,26,79085,11400.0,165.0,59.6,21.91,30089,1234000.0,0,10,8,25,0,0,0,0,0,0,0,18,8,5,7,7,12,10,7,0,4,9,8,,
37698846,2022-05-27 18:13:37,Erim,Yiğitata,41,24,79085,14200.0,179.0,76.1,23.74,0,916000.0,2,4,6,21,0,0,0,0,0,0,0,1,5,8,7,6,8,10,11,2,10,9,10,,
36052375,2022-06-03 18:37:25,Tymoteusz,Berezowski,1,32,79085,46100.0,172.0,70.7,23.9,0,3588000.0,0,0,0,107,0,0,0,0,0,0,0,11,11,11,7,9,14,6,11,12,5,7,5,,
37937282,2022-06-03 18:37:25,Mustapha,Bonnet,16,21,79085,7800.0,183.0,72.3,21.58,43275,766000.0,0,1,0,5,0,0,0,0,0,0,0,15,2,3,6,4,12,7,1,0,8,1,7,,
37527542,2022-06-03 18:37:25,Cezar Adrian,Bujor,9,26,79085,18400.0,186.0,81.3,23.51,71359,1840000.0,2,1,11,40,0,0,0,0,0,0,0,15,10,11,9,10,12,11,11,2,8,9,3,,
38203122,2022-06-03 18:37:25,Titel,Deleanu,9,18,79085,4100.0,177.0,68.1,21.74,61721,346000.0,1,0,0,9,0,0,0,0,0,0,0,10,3,1,6,4,8,6,0,1,9,2,5,,
37432229,2022-06-03 18:37:25,Christophe,Derungs,24,25,79085,11800.0,183.0,91.3,27.26,0,1040000.0,0,0,0,19,0,0,0,0,0,0,0,12,5,11,7,6,11,10,9,0,9,3,3,,
37776841,2022-06-03 18:37:25,Marcell,Flammer,8,22,79085,27600.0,181.0,76.6,23.37,23451,2322000.0,0,0,0,35,0,0,0,0,6,0,0,9,4,5,7,5,14,4,4,11,8,6,6,,
37506817,2022-06-03 18:37:25,Rüzgâr,Gücenmez,41,23,79085,14300.0,190.0,88.3,24.46,83192,985000.0,2,2,7,19,0,0,0,0,0,0,0,3,7,9,5,6,11,11,10,0,6,10,5,,
37262806,2022-06-03 18:37:25,Kristián,Hakel,14,27,79085,13600.0,191.0,88.6,24.28,28110,970000.0,2,45,26,56,0,0,0,0,0,0,0,4,12,4,5,8,12,6,8,3,8,9,11,,
37606570,2022-06-03 18:37:25,Gustav,Hamp,30,22,79085,13500.0,186.0,87.5,25.3,33212,1375000.0,1,0,0,56,0,0,0,0,0,0,0,11,6,6,9,8,13,12,5,1,10,6,2,,
37451705,2022-06-03 18:37:25,Hector,Honceriu,9,23,79085,15000.0,168.0,69.4,24.6,71548,1573000.0,1,3,0,78,0,0,0,0,0,0,0,15,7,9,9,8,13,9,4,0,11,6,8,,
36658134,2022-06-03 18:37:25,Ferdinando,Ionata,10,29,79085,12700.0,174.0,75.0,24.78,0,1045000.0,1,28,10,43,0,0,0,0,0,0,0,9,11,9,7,9,11,9,5,3,4,9,11,,
37186745,2022-06-03 18:37:25,Günther,Ketels,28,27,79085,26400.0,175.0,74.4,24.29,63628,2576000.0,2,4,36,101,0,0,0,0,0,0,0,14,16,7,9,12,14,12,9,3,9,12,7,,
37723857,2022-06-03 18:37:25,Tymon,Matecki,1,25,79085,14600.0,164.0,62.5,23.22,1420,1354000.0,2,1,12,65,0,0,0,0,0,0,0,12,10,9,9,10,12,6,10,0,11,9,3,,
37968044,2022-06-03 18:37:25,Nélio,Narenti,21,21,79085,7100.0,171.0,77.1,26.37,79085,783000.0,0,0,0,20,0,0,0,0,0,0,0,17,5,4,8,6,10,7,7,0,10,7,6,,
37634685,2022-06-03 18:37:25,Henrik,Oros,8,22,79085,10300.0,190.0,80.7,22.37,23276,1180000.0,0,0,0,53,0,0,0,0,0,0,0,17,7,4,9,8,12,10,7,0,9,7,4,,
37691056,2022-06-03 18:37:25,Štefan,Sauter,14,23,79085,12700.0,176.0,73.2,23.63,28049,1463000.0,2,1,0,52,0,0,0,0,0,0,0,16,7,4,9,8,12,10,3,0,9,8,9,,
37773691,2022-06-03 18:37:25,Sergiu,Socea,9,23,79085,13900.0,180.0,89.3,27.57,33650,1462000.0,1,81,8,47,0,0,0,0,0,0,0,18,10,9,8,9,12,10,2,0,9,3,11,,
37690980,2022-06-03 18:37:25,Joel,Sopó,36,23,79085,7600.0,165.0,69.6,25.58,117331,860000.0,1,0,0,34,0,0,0,0,0,0,0,17,7,6,7,7,11,9,7,0,8,2,5,,
37276405,2022-06-03 18:37:25,Artur,Szymkiewicz,1,25,79085,18700.0,179.0,75.3,23.52,0,1219000.0,2,61,44,104,0,0,0,0,0,0,0,3,16,5,9,12,14,11,8,0,6,8,9,,
37702007,2022-06-03 18:37:25,Martino,Testa,10,24,79085,11000.0,180.0,80.2,24.76,26385,1154000.0,1,98,10,53,0,0,0,0,0,0,0,18,11,6,8,9,11,9,2,1,2,4,12,,
37766478,2022-06-03 18:37:25,Dan,Thystrup,29,23,79085,14800.0,175.0,72.8,23.76,91015,1576000.0,1,1,9,73,0,0,0,0,0,0,0,15,10,2,9,10,13,9,10,0,10,10,5,,
37615890,2022-06-03 18:37:25,Hasan,Tibeuf,16,23,79085,25300.0,181.0,75.8,23.14,87132,2059000.0,0,30,10,31,0,0,0,0,0,0,0,9,9,10,8,8,15,12,7,1,9,3,9,,
37533726,2022-06-03 18:37:25,Tazar,Trbojević,39,23,79085,9600.0,164.0,67.4,25.05,73668,1062000.0,1,3,0,12,0,0,0,0,0,0,0,17,6,9,7,7,11,8,7,0,8,2,9,,
37463857,2022-06-03 18:37:25,Gligor-Bogdan,Vînătoru,9,26,79085,11400.0,165.0,59.6,21.91,30089,1237000.0,0,10,8,25,0,0,0,0,0,0,0,18,8,5,7,7,12,10,7,0,4,9,8,,
37698846,2022-06-03 18:37:25,Erim,Yiğitata,41,24,79085,14200.0,179.0,76.1,23.74,0,873000.0,2,4,6,21,0,0,0,0,0,0,0,0,6,8,7,6,8,10,11,2,10,9,10,,
36052375,2022-06-17 18:58:34,Tymoteusz,Berezowski,1,33,79085,41800.0,172.0,70.7,23.9,0,3626000.0,0,0,0,110,0,0,0,0,0,0,0,11,11,11,8,9,14,6,11,12,5,7,5,,
37937282,2022-06-17 18:58:34,Mustapha,Bonnet,16,22,79085,8600.0,183.0,72.3,21.58,43275,839000.0,0,1,0,5,0,0,0,0,0,0,0,17,2,3,7,5,12,7,1,0,8,1,7,,
37527542,2022-06-17 18:58:34,Cezar Adrian,Bujor,9,27,79085,18700.0,186.0,81.3,23.51,71359,1654000.0,2,1,11,41,0,0,0,0,2,0,0,12,10,11,6,8,12,11,11,2,8,9,3,,
38203122,2022-06-17 18:58:34,Titel,Deleanu,9,19,79085,4800.0,177.0,68.1,21.74,61721,332000.0,1,0,0,9,0,0,0,0,0,0,0,8,3,1,7,5,8,7,1,1,9,2,5,,
37432229,2022-06-17 18:58:34,Christophe,Derungs,24,26,79085,11800.0,183.0,91.3,27.26,0,1107000.0,0,0,0,20,0,0,0,0,0,0,0,15,5,10,8,6,11,10,9,0,9,3,3,,
37776841,2022-06-17 18:58:34,Marcell,Flammer,8,23,79085,29000.0,181.0,76.6,23.37,23451,2254000.0,0,0,0,35,0,0,0,0,0,0,0,8,4,5,6,5,14,4,4,11,8,6,6,,
37506817,2022-06-17 18:58:34,Rüzgâr,Gücenmez,41,24,79085,14900.0,190.0,88.3,24.46,83192,1083000.0,2,2,7,19,0,0,0,0,0,0,0,5,7,9,5,6,11,11,10,0,6,10,5,,
37262806,2022-06-17 18:58:34,Kristián,Hakel,14,28,79085,13900.0,191.0,88.6,24.28,28110,819000.0,2,45,26,57,0,0,0,0,0,0,0,0,12,5,6,9,12,6,8,3,8,9,11,,
37606570,2022-06-17 18:58:34,Gustav,Hamp,30,23,79085,17000.0,186.0,87.5,25.3,33212,1502000.0,1,0,0,59,0,0,0,0,0,0,0,12,6,6,9,8,13,12,5,1,10,6,2,,
37451705,2022-06-17 18:58:34,Hector,Honceriu,9,24,79085,16800.0,168.0,69.4,24.6,71548,1463000.0,1,3,0,81,0,0,0,0,0,0,0,12,7,8,9,8,13,9,4,0,11,6,8,,
36658134,2022-06-17 18:58:34,Ferdinando,Ionata,10,30,79085,12900.0,174.0,75.0,24.78,0,1022000.0,1,28,10,43,0,0,0,0,0,0,0,8,11,9,7,9,11,9,5,3,4,9,11,,
37186745,2022-06-17 18:58:34,Günther,Ketels,28,28,79085,27400.0,175.0,74.4,24.29,63628,2751000.0,2,4,36,104,0,0,0,0,0,0,0,17,16,6,9,12,14,12,9,3,9,12,7,,
37723857,2022-06-17 18:58:34,Tymon,Matecki,1,26,79085,15700.0,164.0,62.5,23.22,1420,1438000.0,2,1,12,68,0,0,0,0,0,0,0,13,10,10,9,10,12,7,10,0,11,9,3,,
37968044,2022-06-17 18:58:34,Nélio,Narenti,21,22,79085,7700.0,171.0,77.1,26.37,79085,776000.0,0,0,0,20,0,0,0,0,0,0,0,16,5,4,8,6,10,7,7,0,10,7,6,,
37634685,2022-06-17 18:58:34,Henrik,Oros,8,23,79085,12000.0,190.0,80.7,22.37,23276,1240000.0,0,0,0,56,0,0,0,0,0,0,0,18,8,4,9,8,12,10,7,0,9,7,4,,
37691056,2022-06-17 18:58:34,Štefan,Sauter,14,24,79085,14800.0,176.0,73.2,23.63,28049,1489000.0,2,1,0,55,0,0,0,0,0,0,0,16,8,4,9,8,12,11,3,0,9,8,9,,
37773691,2022-06-17 18:58:34,Sergiu,Socea,9,24,79085,14100.0,180.0,89.3,27.57,33650,1462000.0,1,82,8,50,0,0,0,0,0,0,0,18,10,9,6,8,12,10,2,0,9,3,11,,
37690980,2022-06-17 18:58:34,Joel,Sopó,36,24,79085,8800.0,165.0,69.6,25.58,117331,874000.0,1,0,0,34,0,0,0,0,0,0,0,16,7,6,7,7,11,10,7,0,8,2,5,,
37276405,2022-06-17 18:58:34,Artur,Szymkiewicz,1,26,79085,19600.0,179.0,75.3,23.52,0,1079000.0,2,61,44,107,0,0,0,0,0,0,0,0,16,5,8,12,14,11,8,0,6,8,9,,
37702007,2022-06-17 18:58:34,Martino,Testa,10,25,79085,11500.0,180.0,80.2,24.76,26385,1162000.0,1,98,10,56,0,0,0,0,7,0,0,18,11,6,8,9,11,9,2,1,2,4,12,,
37766478,2022-06-17 18:58:34,Dan,Thystrup,29,24,79085,16100.0,175.0,72.8,23.76,91015,1482000.0,1,1,9,76,0,0,0,0,0,0,0,13,10,2,9,10,13,9,10,0,10,10,5,,
37615890,2022-06-17 18:58:34,Hasan,Tibeuf,16,24,79085,26600.0,181.0,75.8,23.14,87132,1882000.0,1,30,10,34,0,0,0,0,0,0,0,7,9,10,7,8,15,12,7,1,9,3,9,,
37533726,2022-06-17 18:58:34,Tazar,Trbojević,39,24,79085,10500.0,164.0,67.4,25.05,73668,966000.0,1,3,0,12,0,0,0,0,0,0,0,13,6,8,8,7,11,8,7,0,8,2,9,,
37463857,2022-06-17 18:58:34,Gligor-Bogdan,Vînătoru,9,27,79085,11900.0,165.0,59.6,21.91,30089,1170000.0,0,10,8,25,0,0,0,0,0,0,0,15,8,5,8,8,12,10,7,0,4,9,8,,
37698846,2022-06-17 18:58:34,Erim,Yiğitata,41,25,79085,14700.0,179.0,76.1,23.74,0,865000.0,2,4,6,21,0,0,0,0,0,0,0,0,6,8,5,5,8,10,11,2,10,9,10,,
36052375,2022-06-24 16:09:28,Tymoteusz,Berezowski,1,33,79085,41800.0,172.0,70.7,23.9,0,3488000.0,0,0,0,110,0,0,0,0,0,0,0,10,11,11,8,9,14,6,11,12,5,7,5,,
37937282,2022-06-24 16:09:28,Mustapha,Bonnet,16,22,79085,8600.0,183.0,72.3,21.58,43275,811000.0,0,1,0,5,0,0,0,0,0,0,0,15,2,3,7,5,12,7,1,0,8,1,7,,
37527542,2022-06-24 16:09:28,Cezar Adrian,Bujor,9,27,79085,18700.0,186.0,81.3,23.51,71359,1791000.0,2,1,11,41,0,0,0,0,0,0,0,15,11,11,6,8,12,11,11,2,8,9,3,,
38203122,2022-06-24 16:09:28,Titel,Deleanu,9,19,79085,4800.0,177.0,68.1,21.74,61721,312000.0,1,0,0,9,0,0,0,0,0,0,0,5,3,1,8,5,8,7,1,1,9,3,5,,
37432229,2022-06-24 16:09:28,Christophe,Derungs,24,26,79085,11800.0,183.0,91.3,27.26,0,1166000.0,0,0,0,20,0,0,0,0,0,0,0,17,5,10,8,6,11,10,9,0,9,3,3,,
37776841,2022-06-24 16:09:28,Marcell,Flammer,8,23,79085,29000.0,181.0,76.6,23.37,23451,2167000.0,0,0,0,35,0,0,0,0,0,0,0,6,4,5,6,5,14,4,4,11,8,6,6,,
37506817,2022-06-24 16:09:28,Rüzgâr,Gücenmez,41,24,79085,14900.0,190.0,88.3,24.46,83192,959000.0,2,2,7,19,0,0,0,0,0,0,0,2,7,9,6,7,11,11,10,0,6,10,5,,
37262806,2022-06-24 16:09:28,Kristián,Hakel,14,28,79085,13900.0,191.0,88.6,24.28,28110,894000.0,2,45,26,57,0,0,0,0,0,0,0,2,12,4,6,9,12,6,8,3,8,9,11,,
37606570,2022-06-24 16:09:28,Gustav,Hamp,30,23,79085,17000.0,186.0,87.5,25.3,33212,1544000.0,1,0,0,59,0,0,0,0,0,0,0,13,6,6,8,7,13,12,5,1,10,6,2,,
37451705,2022-06-24 16:09:28,Hector,Honceriu,9,24,79085,16800.0,168.0,69.4,24.6,71548,1387000.0,1,3,0,81,0,0,0,0,0,0,0,10,7,8,8,8,13,9,4,0,11,6,8,,
36658134,2022-06-24 16:09:28,Ferdinando,Ionata,10,30,79085,12900.0,174.0,75.0,24.78,0,962000.0,1,28,10,43,0,0,0,0,11,0,0,6,11,9,6,9,11,9,5,3,4,9,11,,
37186745,2022-06-24 16:09:28,Günther,Ketels,28,28,79085,27400.0,175.0,74.4,24.29,63628,2815000.0,2,4,36,104,0,0,0,0,0,0,0,18,16,7,8,12,14,12,9,3,9,12,7,,
37723857,2022-06-24 16:09:28,Tymon,Matecki,1,26,79085,15700.0,164.0,62.5,23.22,1420,1583000.0,2,1,12,68,0,0,0,0,0,0,0,16,10,10,9,9,12,7,10,0,11,9,3,,
37968044,2022-06-24 16:09:28,Nélio,Narenti,21,22,79085,7700.0,171.0,77.1,26.37,79085,770000.0,0,0,0,20,0,0,0,0,0,0,0,16,5,4,8,7,10,7,7,0,10,7,6,,
37634685,2022-06-24 16:09:28,Henrik,Oros,8,23,79085,12000.0,190.0,80.7,22.37,23276,1184000.0,0,0,0,56,0,0,0,0,0,0,0,16,8,4,8,8,12,10,7,0,9,7,4,,
37691056,2022-06-24 16:09:28,Štefan,Sauter,14,24,79085,14800.0,176.0,73.2,23.63,28049,1382000.0,2,1,0,55,0,0,0,0,0,0,0,13,8,4,6,7,12,11,3,0,9,8,9,,
37773691,2022-06-24 16:09:28,Sergiu,Socea,9,24,79085,14100.0,180.0,89.3,27.57,33650,1442000.0,1,82,8,50,0,0,0,0,0,0,0,17,10,9,4,7,12,10,2,0,9,3,11,,
37690980,2022-06-24 16:09:28,Joel,Sopó,36,24,79085,8800.0,165.0,69.6,25.58,117331,910000.0,1,0,0,34,0,0,0,0,0,0,0,18,7,6,8,7,11,10,7,0,8,2,5,,
37276405,2022-06-24 16:09:28,Artur,Szymkiewicz,1,26,79085,19600.0,179.0,75.3,23.52,0,1083000.0,2,61,44,107,0,0,0,0,0,0,0,0,16,5,6,11,14,11,8,0,6,8,9,,
37702007,2022-06-24 16:09:28,Martino,Testa,10,25,79085,11500.0,180.0,80.2,24.76,26385,1066000.0,1,98,10,56,0,0,0,0,1,0,0,14,11,6,6,9,11,9,2,1,2,4,12,,
37766478,2022-06-24 16:09:28,Dan,Thystrup,29,24,79085,16100.0,175.0,72.8,23.76,91015,1551000.0,1,1,9,76,0,0,0,0,0,0,0,14,10,2,8,9,13,9,10,0,10,10,5,,
37615890,2022-06-24 16:09:28,Hasan,Tibeuf,16,24,79085,26600.0,181.0,75.8,23.14,87132,1693000.0,1,30,10,34,0,0,0,0,0,0,0,4,9,10,5,7,15,12,7,1,9,3,9,,
37533726,2022-06-24 16:09:28,Tazar,Trbojević,39,24,79085,10500.0,164.0,67.4,25.05,73668,950000.0,1,3,0,12,0,0,0,0,0,0,0,12,6,8,8,7,12,9,7,0,8,2,9,,
37463857,2022-06-24 16:09:28,Gligor-Bogdan,Vînătoru,9,27,79085,11900.0,165.0,59.6,21.91,30089,1195000.0,0,10,8,25,0,0,0,0,0,0,0,16,8,5,8,8,12,10,7,0,4,9,8,,
37698846,2022-06-24 16:09:28,Erim,Yiğitata,41,25,79085,14700.0,179.0,76.1,23.74,0,875000.0,2,4,6,21,0,0,0,0,0,0,0,0,6,8,6,6,8,10,11,2,10,9,10,,
37937282,2022-07-01 19:31:53,Mustapha,Bonnet,16,22,79085,8600.0,183.0,72.3,21.58,43275,751000.0,0,1,0,5,0,0,0,0,0,0,0,13,2,3,6,4,12,7,1,0,8,1,7,,
37527542,2022-07-01 19:31:53,Cezar Adrian,Bujor,9,27,79085,18700.0,186.0,81.3,23.51,71359,1806000.0,2,1,11,44,0,0,0,0,0,0,0,15,11,11,7,9,12,11,11,2,8,9,3,,
38203122,2022-07-01 19:31:53,Titel,Deleanu,9,19,79085,4800.0,177.0,68.1,21.74,61721,343000.0,1,0,0,9,0,0,0,0,0,0,0,8,3,1,6,4,8,7,1,1,9,3,5,,
37432229,2022-07-01 19:31:53,Christophe,Derungs,24,26,79085,11800.0,183.0,91.3,27.26,0,1205000.0,0,0,0,21,0,0,0,0,0,0,0,18,5,10,8,7,11,10,9,0,9,3,3,,
37776841,2022-07-01 19:31:53,Marcell,Flammer,8,23,79085,29000.0,181.0,76.6,23.37,23451,1970000.0,0,0,0,36,0,0,0,0,0,0,0,4,4,5,7,5,14,4,4,11,8,7,6,,
37506817,2022-07-01 19:31:53,Rüzgâr,Gücenmez,41,24,79085,14900.0,190.0,88.3,24.46,83192,860000.0,2,2,7,19,0,0,0,0,0,0,0,0,7,9,5,6,11,11,10,0,6,10,5,,
37262806,2022-07-01 19:31:53,Kristián,Hakel,14,28,79085,13900.0,191.0,88.6,24.28,28110,877000.0,2,45,26,57,0,0,0,0,0,0,0,2,12,5,5,8,12,6,8,3,8,9,11,,
37606570,2022-07-01 19:31:53,Gustav,Hamp,30,23,79085,17000.0,186.0,87.5,25.3,33212,1610000.0,1,0,0,62,0,0,0,0,0,0,0,14,6,6,8,7,13,12,5,1,10,6,2,,
37451705,2022-07-01 19:31:53,Hector,Honceriu,9,24,79085,16800.0,168.0,69.4,24.6,71548,1346000.0,1,3,0,84,0,0,0,0,0,0,0,9,8,8,8,8,13,10,4,0,11,6,8,,
36658134,2022-07-01 19:31:53,Ferdinando,Ionata,10,30,79085,12900.0,174.0,75.0,24.78,0,959000.0,1,28,10,43,0,0,0,0,5,0,0,6,11,9,5,8,11,9,5,3,4,9,11,,
37186745,2022-07-01 19:31:53,Günther,Ketels,28,28,79085,27400.0,175.0,74.4,24.29,63628,2821000.0,2,4,37,107,0,0,0,0,0,0,0,18,16,7,8,12,14,12,9,3,9,12,7,,
37723857,2022-07-01 19:31:53,Tymon,Matecki,1,26,79085,15700.0,164.0,62.5,23.22,1420,1645000.0,0,1,12,70,0,0,0,0,0,0,0,18,10,10,9,9,12,7,10,0,11,9,3,,
37968044,2022-07-01 19:31:53,Nélio,Narenti,21,22,79085,7700.0,171.0,77.1,26.37,79085,793000.0,0,0,0,20,0,0,0,0,0,0,0,17,5,4,7,6,10,7,7,0,10,7,6,,
37634685,2022-07-01 19:31:53,Henrik,Oros,8,23,79085,12000.0,190.0,80.7,22.37,23276,1260000.0,0,0,0,59,0,0,0,0,0,0,0,18,8,4,8,8,12,10,7,0,9,7,4,,
37691056,2022-07-01 19:31:53,Štefan,Sauter,14,24,79085,14800.0,176.0,73.2,23.63,28049,1370000.0,2,1,0,58,0,0,0,0,0,0,0,12,8,4,7,8,12,11,3,0,9,8,9,,
37773691,2022-07-01 19:31:53,Sergiu,Socea,9,24,79085,14100.0,180.0,89.3,27.57,33650,1454000.0,1,84,8,53,0,0,0,0,6,0,0,18,10,8,4,7,12,10,2,0,9,3,11,,
